HMDB_ID	NAME	GENE_NAME	enzyme_p_s
HMDB0000012	Deoxyuridine	CDA	p
HMDB0000012	Deoxyuridine	APOBEC3G	p
HMDB0000014	Deoxycytidine	NT5E	p
HMDB0000014	Deoxycytidine	NT5C1B	p
HMDB0000014	Deoxycytidine	NT5C1A	p
HMDB0000014	Deoxycytidine	NT5C	p
HMDB0000014	Deoxycytidine	NT5M	p
HMDB0000014	Deoxycytidine	NT5C2	p
HMDB0000014	Deoxycytidine	CDA	s
HMDB0000014	Deoxycytidine	APOBEC3G	s
HMDB0000016	Deoxycorticosterone	CYP11B1	s
HMDB0000016	Deoxycorticosterone	HSD3B1	p
HMDB0000016	Deoxycorticosterone	HSD3B2	p
HMDB0000016	Deoxycorticosterone	CYP11B2	s
HMDB0000016	Deoxycorticosterone	CYP21A2	p
HMDB0000022	3-Methoxytyramine	COMT	p
HMDB0000031	Androsterone	AKR1C4	s
HMDB0000034	Adenine	HPRT1	p
HMDB0000037	Aldosterone	CYP11B1	p
HMDB0000037	Aldosterone	CYP11B2	p
HMDB0000039	Butyric acid	ACSM1	s
HMDB0000039	Butyric acid	ACSM2A	s
HMDB0000039	Butyric acid	ACSM2B	s
HMDB0000039	Butyric acid	ACSM3	s
HMDB0000039	Butyric acid	ACSM5	s
HMDB0000039	Butyric acid	ACSM4	s
HMDB0000042	Acetic acid	ALDH9A1	p
HMDB0000042	Acetic acid	ALDH3A1	p
HMDB0000042	Acetic acid	ALDH7A1	p
HMDB0000042	Acetic acid	ALDH1A3	p
HMDB0000042	Acetic acid	ALDH2	p
HMDB0000042	Acetic acid	ALDH3A2	p
HMDB0000042	Acetic acid	ALDH1B1	p
HMDB0000042	Acetic acid	ALDH3B1	p
HMDB0000042	Acetic acid	ACY1	p
HMDB0000042	Acetic acid	CYP17A1	p
HMDB0000042	Acetic acid	ACSS3	s
HMDB0000043	Betaine	ALDH7A1	p
HMDB0000043	Betaine	BHMT	s
HMDB0000043	Betaine	BHMT2	s
HMDB0000045	Adenosine monophosphate	NT5E	s
HMDB0000045	Adenosine monophosphate	NT5C1B	s
HMDB0000045	Adenosine monophosphate	NT5C1A	s
HMDB0000045	Adenosine monophosphate	NT5C	s
HMDB0000045	Adenosine monophosphate	NT5M	s
HMDB0000045	Adenosine monophosphate	ENTPD1	p
HMDB0000045	Adenosine monophosphate	ENTPD3	p
HMDB0000045	Adenosine monophosphate	ENPP1	p
HMDB0000045	Adenosine monophosphate	ENPP3	p
HMDB0000045	Adenosine monophosphate	BPNT1	p
HMDB0000045	Adenosine monophosphate	ADPGK	p
HMDB0000045	Adenosine monophosphate	HPRT1	s
HMDB0000045	Adenosine monophosphate	PRPS1L1	p
HMDB0000045	Adenosine monophosphate	ACSL4	p
HMDB0000045	Adenosine monophosphate	PDE1A	p
HMDB0000045	Adenosine monophosphate	UBE2D1	p
HMDB0000045	Adenosine monophosphate	PDE8A	p
HMDB0000045	Adenosine monophosphate	ACSL1	p
HMDB0000050	Adenosine	NT5E	p
HMDB0000050	Adenosine	NT5C1B	p
HMDB0000050	Adenosine	NT5C1A	p
HMDB0000050	Adenosine	NT5C	p
HMDB0000050	Adenosine	NT5M	p
HMDB0000050	Adenosine	ADK	s
HMDB0000050	Adenosine	AHCYL2	p
HMDB0000050	Adenosine	AHCY	p
HMDB0000050	Adenosine	AHCYL1	p
HMDB0000050	Adenosine	NT5C2	p
HMDB0000050	Adenosine	CECR1	s
HMDB0000053	Androstenedione	AKR1C3	p
HMDB0000053	Androstenedione	CYP11B1	s
HMDB0000053	Androstenedione	HSD17B2	p
HMDB0000053	Androstenedione	HSD17B8	p
HMDB0000053	Androstenedione	CYP17A1	p
HMDB0000053	Androstenedione	HSD17B6	p
HMDB0000053	Androstenedione	HSD3B1	p
HMDB0000053	Androstenedione	HSD3B2	p
HMDB0000053	Androstenedione	CYP11B2	s
HMDB0000056	beta-Alanine	ALDH9A1	p
HMDB0000056	beta-Alanine	ALDH3A1	p
HMDB0000056	beta-Alanine	ALDH7A1	p
HMDB0000056	beta-Alanine	ALDH1A3	p
HMDB0000056	beta-Alanine	ALDH2	p
HMDB0000056	beta-Alanine	ALDH3A2	p
HMDB0000056	beta-Alanine	ALDH1B1	p
HMDB0000056	beta-Alanine	ALDH3B2	p
HMDB0000056	beta-Alanine	ALDH3B1	p
HMDB0000056	beta-Alanine	UPB1	p
HMDB0000056	beta-Alanine	CARNS1	s
HMDB0000058	Cyclic AMP	PDE1A	s
HMDB0000058	Cyclic AMP	PDE8A	s
HMDB0000058	Cyclic AMP	PDE7A	s
HMDB0000058	Cyclic AMP	PDE3A	s
HMDB0000058	Cyclic AMP	PDE10A	s
HMDB0000058	Cyclic AMP	PDE1C	s
HMDB0000058	Cyclic AMP	PDE4B	s
HMDB0000058	Cyclic AMP	PDE7B	s
HMDB0000058	Cyclic AMP	PDE2A	s
HMDB0000058	Cyclic AMP	PDE8B	s
HMDB0000058	Cyclic AMP	PDE4C	s
HMDB0000058	Cyclic AMP	PDE4D	s
HMDB0000058	Cyclic AMP	PDE4A	s
HMDB0000058	Cyclic AMP	ADCY7	p
HMDB0000058	Cyclic AMP	ADCY4	p
HMDB0000058	Cyclic AMP	ADCY6	p
HMDB0000058	Cyclic AMP	ADCY5	p
HMDB0000058	Cyclic AMP	ADCY8	p
HMDB0000058	Cyclic AMP	ADCY9	p
HMDB0000058	Cyclic AMP	ADCY3	p
HMDB0000058	Cyclic AMP	ADCY1	p
HMDB0000058	Cyclic AMP	ADCY2	p
HMDB0000062	L-Carnitine	BBOX1	p
HMDB0000063	Cortisol	CYP11B1	p
HMDB0000063	Cortisol	HSD3B1	s
HMDB0000063	Cortisol	HSD3B2	s
HMDB0000063	Cortisol	CYP11B2	p
HMDB0000063	Cortisol	CYP21A2	p
HMDB0000064	Creatine	GAMT	p
HMDB0000067	Cholesterol	CEL	p
HMDB0000067	Cholesterol	STS	s
HMDB0000067	Cholesterol	CYP7A1	s
HMDB0000067	Cholesterol	CYP11A1	s
HMDB0000067	Cholesterol	CYP27A1	s
HMDB0000067	Cholesterol	DHCR24	s
HMDB0000067	Cholesterol	CH25H	s
HMDB0000067	Cholesterol	CYP46A1	s
HMDB0000068	Epinephrine	MAOB	s
HMDB0000068	Epinephrine	MAOA	s
HMDB0000068	Epinephrine	COMT	s
HMDB0000068	Epinephrine	PNMT	p
HMDB0000073	Dopamine	TYR	p
HMDB0000073	Dopamine	MAOB	s
HMDB0000073	Dopamine	MAOA	s
HMDB0000073	Dopamine	DBH	s
HMDB0000073	Dopamine	COMT	s
HMDB0000073	Dopamine	AOC3	s
HMDB0000073	Dopamine	AOC2	s
HMDB0000077	Dehydroepiandrosterone	STS	p
HMDB0000077	Dehydroepiandrosterone	CYP7A1	s
HMDB0000077	Dehydroepiandrosterone	CYP17A1	p
HMDB0000077	Dehydroepiandrosterone	HSD3B1	s
HMDB0000077	Dehydroepiandrosterone	HSD3B2	s
HMDB0000085	Deoxyguanosine	NT5E	p
HMDB0000085	Deoxyguanosine	NT5C1B	p
HMDB0000085	Deoxyguanosine	NT5C1A	p
HMDB0000085	Deoxyguanosine	NT5C	p
HMDB0000085	Deoxyguanosine	NT5M	p
HMDB0000085	Deoxyguanosine	NT5C2	p
HMDB0000089	Cytidine	NT5E	p
HMDB0000089	Cytidine	NT5C1B	p
HMDB0000089	Cytidine	NT5C1A	p
HMDB0000089	Cytidine	NT5C	p
HMDB0000089	Cytidine	NT5M	p
HMDB0000089	Cytidine	UCK1	s
HMDB0000089	Cytidine	UCK2	s
HMDB0000089	Cytidine	NT5C2	p
HMDB0000089	Cytidine	CDA	s
HMDB0000089	Cytidine	APOBEC3A	s
HMDB0000089	Cytidine	APOBEC3B	s
HMDB0000089	Cytidine	APOBEC3C	s
HMDB0000089	Cytidine	APOBEC3D	s
HMDB0000089	Cytidine	APOBEC3F	s
HMDB0000089	Cytidine	AICDA	s
HMDB0000094	Citric acid	ACO1	s
HMDB0000094	Citric acid	RIMKLB	s
HMDB0000097	Choline	PLD1	p
HMDB0000097	Choline	CHDH	s
HMDB0000097	Choline	PHOSPHO1	p
HMDB0000097	Choline	GPCPD1	p
HMDB0000101	Deoxyadenosine	NT5E	p
HMDB0000101	Deoxyadenosine	NT5C1B	p
HMDB0000101	Deoxyadenosine	NT5C1A	p
HMDB0000101	Deoxyadenosine	NT5C	p
HMDB0000101	Deoxyadenosine	NT5M	p
HMDB0000101	Deoxyadenosine	NT5C2	p
HMDB0000108	Ethanol	ADH4	s
HMDB0000108	Ethanol	ADH5	s
HMDB0000108	Ethanol	ADH1B	s
HMDB0000108	Ethanol	ADH7	s
HMDB0000108	Ethanol	ADH1A	s
HMDB0000108	Ethanol	ADH6	s
HMDB0000108	Ethanol	ADH1C	s
HMDB0000112	gamma-Aminobutyric acid	ALDH9A1	p
HMDB0000112	gamma-Aminobutyric acid	ALDH7A1	p
HMDB0000112	gamma-Aminobutyric acid	ALDH2	p
HMDB0000112	gamma-Aminobutyric acid	ALDH3A2	p
HMDB0000112	gamma-Aminobutyric acid	ALDH1B1	p
HMDB0000112	gamma-Aminobutyric acid	CARNS1	s
HMDB0000121	Folic acid	DHFRL1	p
HMDB0000122	D-Glucose	H6PD	s
HMDB0000122	D-Glucose	ADPGK	s
HMDB0000122	D-Glucose	B4GALT2	s
HMDB0000122	D-Glucose	B4GALT1	s
HMDB0000122	D-Glucose	HKDC1	s
HMDB0000123	Glycine	ALAS2	s
HMDB0000123	Glycine	ALAS1	s
HMDB0000123	Glycine	PIPOX	p
HMDB0000123	Glycine	DAO	s
HMDB0000123	Glycine	GNMT	s
HMDB0000123	Glycine	ANPEP	p
HMDB0000123	Glycine	SARDH	p
HMDB0000123	Glycine	LAP3	p
HMDB0000131	Glycerol	AKR1B1	s
HMDB0000131	Glycerol	LIPE	p
HMDB0000131	Glycerol	ABHD12	p
HMDB0000131	Glycerol	ABHD6	p
HMDB0000131	Glycerol	AKR1B10	s
HMDB0000132	Guanine	HPRT1	p
HMDB0000132	Guanine	GDA	s
HMDB0000132	Guanine	QTRT1	p
HMDB0000133	Guanosine	NT5E	p
HMDB0000133	Guanosine	NT5C1B	p
HMDB0000133	Guanosine	NT5C1A	p
HMDB0000133	Guanosine	NT5C	p
HMDB0000133	Guanosine	NT5M	p
HMDB0000133	Guanosine	NT5C2	p
HMDB0000134	Fumaric acid	SDHC	p
HMDB0000134	Fumaric acid	SDHA	p
HMDB0000134	Fumaric acid	SDHD	p
HMDB0000134	Fumaric acid	SDHB	p
HMDB0000134	Fumaric acid	FAHD1	p
HMDB0000143	D-Galactose	HKDC1	s
HMDB0000145	Estrone	HSD17B2	p
HMDB0000145	Estrone	HSD17B8	p
HMDB0000145	Estrone	HSD17B11	p
HMDB0000145	Estrone	HSD17B1	p
HMDB0000145	Estrone	HSD17B7	p
HMDB0000148	L-Glutamic acid	ALDH4A1	p
HMDB0000148	L-Glutamic acid	PPAT	s
HMDB0000148	L-Glutamic acid	GMPS	p
HMDB0000148	L-Glutamic acid	GLUD2	s
HMDB0000148	L-Glutamic acid	CTPS1	p
HMDB0000148	L-Glutamic acid	GLUD1	s
HMDB0000148	L-Glutamic acid	AGXT	p
HMDB0000148	L-Glutamic acid	AASS	p
HMDB0000151	Estradiol	HSD17B2	s
HMDB0000151	Estradiol	HSD17B8	s
HMDB0000151	Estradiol	HSD17B11	s
HMDB0000151	Estradiol	HSD17B1	s
HMDB0000151	Estradiol	HSD17B7	s
HMDB0000153	Estriol	HSD17B2	s
HMDB0000153	Estriol	HSD17B8	s
HMDB0000153	Estriol	HSD17B1	s
HMDB0000153	Estriol	HSD17B7	s
HMDB0000153	Estriol	HSD17B6	s
HMDB0000153	Estriol	HSD17B12	s
HMDB0000156	Malic acid	ME1	s
HMDB0000156	Malic acid	MDH2	s
HMDB0000156	Malic acid	ME3	s
HMDB0000156	Malic acid	MDH1	s
HMDB0000156	Malic acid	ME2	s
HMDB0000157	Hypoxanthine	XDH	s
HMDB0000157	Hypoxanthine	HPRT1	p
HMDB0000158	L-Tyrosine	TYR	s
HMDB0000158	L-Tyrosine	TPO	p
HMDB0000158	L-Tyrosine	IL4I1	s
HMDB0000158	L-Tyrosine	IYD	s
HMDB0000158	L-Tyrosine	TTL	s
HMDB0000159	L-Phenylalanine	ACE2	p
HMDB0000159	L-Phenylalanine	IL4I1	s
HMDB0000161	L-Alanine	KYNU	p
HMDB0000161	L-Alanine	NFS1	p
HMDB0000161	L-Alanine	PGLYRP2	p
HMDB0000169	D-Mannose	HKDC1	s
HMDB0000172	L-Isoleucine	IL4I1	s
HMDB0000177	L-Histidine	CARNS1	s
HMDB0000177	L-Histidine	HEMK1	s
HMDB0000177	L-Histidine	METTL2B	s
HMDB0000177	L-Histidine	METTL6	s
HMDB0000177	L-Histidine	WBSCR22	s
HMDB0000182	L-Lysine	AASS	p
HMDB0000182	L-Lysine	CARNS1	s
HMDB0000187	L-Serine	CBS	s
HMDB0000187	L-Serine	AGXT	s
HMDB0000187	L-Serine	PSPH	p
HMDB0000190	L-Lactic acid	LDHAL6A	s
HMDB0000190	L-Lactic acid	LDHB	s
HMDB0000190	L-Lactic acid	LDHC	s
HMDB0000190	L-Lactic acid	LDHA	s
HMDB0000190	L-Lactic acid	LDHAL6B	s
HMDB0000191	L-Aspartic acid	ADSS	s
HMDB0000191	L-Aspartic acid	ADSSL1	s
HMDB0000191	L-Aspartic acid	CAD	s
HMDB0000191	L-Aspartic acid	IL4I1	s
HMDB0000191	L-Aspartic acid	ASPDH	s
HMDB0000191	L-Aspartic acid	NAT8L	s
HMDB0000195	Inosine	NT5E	p
HMDB0000195	Inosine	NT5C1B	p
HMDB0000195	Inosine	NT5C1A	p
HMDB0000195	Inosine	NT5C	p
HMDB0000195	Inosine	NT5M	p
HMDB0000195	Inosine	NT5C2	p
HMDB0000195	Inosine	CECR1	p
HMDB0000208	Oxoglutaric acid	PHYH	s
HMDB0000208	Oxoglutaric acid	ALDH2	p
HMDB0000208	Oxoglutaric acid	ALDH3A2	p
HMDB0000208	Oxoglutaric acid	ALDH1B1	p
HMDB0000208	Oxoglutaric acid	BBOX1	s
HMDB0000208	Oxoglutaric acid	PLOD1	s
HMDB0000208	Oxoglutaric acid	PLOD2	s
HMDB0000208	Oxoglutaric acid	PLOD3	s
HMDB0000208	Oxoglutaric acid	GLUD2	p
HMDB0000208	Oxoglutaric acid	GLUD1	p
HMDB0000208	Oxoglutaric acid	AGXT	s
HMDB0000208	Oxoglutaric acid	AASS	p
HMDB0000208	Oxoglutaric acid	IDH2	p
HMDB0000208	Oxoglutaric acid	IDH3B	p
HMDB0000208	Oxoglutaric acid	IDH1	p
HMDB0000208	Oxoglutaric acid	IDH3A	p
HMDB0000208	Oxoglutaric acid	IDH3G	p
HMDB0000208	Oxoglutaric acid	PHGDH	p
HMDB0000208	Oxoglutaric acid	ASPH	s
HMDB0000208	Oxoglutaric acid	HIF1AN	s
HMDB0000208	Oxoglutaric acid	D2HGDH	p
HMDB0000208	Oxoglutaric acid	L2HGDH	p
HMDB0000208	Oxoglutaric acid	TMLHE	s
HMDB0000208	Oxoglutaric acid	ADHFE1	s
HMDB0000208	Oxoglutaric acid	ALKBH2	s
HMDB0000208	Oxoglutaric acid	LEPRE1	s
HMDB0000208	Oxoglutaric acid	LEPREL1	s
HMDB0000208	Oxoglutaric acid	LEPREL2	s
HMDB0000214	Ornithine	ARG1	p
HMDB0000214	Ornithine	ACY1	p
HMDB0000214	Ornithine	ARG2	p
HMDB0000216	Norepinephrine	MAOB	s
HMDB0000216	Norepinephrine	MAOA	s
HMDB0000216	Norepinephrine	DBH	p
HMDB0000216	Norepinephrine	COMT	s
HMDB0000216	Norepinephrine	PNMT	s
HMDB0000220	Palmitic acid	ACSL4	s
HMDB0000220	Palmitic acid	ACSL1	s
HMDB0000220	Palmitic acid	ACSL6	s
HMDB0000220	Palmitic acid	ACSL5	s
HMDB0000220	Palmitic acid	ACSL3	s
HMDB0000234	Testosterone	AKR1C3	s
HMDB0000234	Testosterone	HSD17B2	s
HMDB0000234	Testosterone	HSD17B8	s
HMDB0000237	Propionic acid	ACSS3	s
HMDB0000243	Pyruvic acid	ME1	p
HMDB0000243	Pyruvic acid	ME3	p
HMDB0000243	Pyruvic acid	ME2	p
HMDB0000243	Pyruvic acid	LDHAL6A	p
HMDB0000243	Pyruvic acid	TST	p
HMDB0000243	Pyruvic acid	LDHB	p
HMDB0000243	Pyruvic acid	LDHC	p
HMDB0000243	Pyruvic acid	LDHA	p
HMDB0000243	Pyruvic acid	LDHAL6B	p
HMDB0000243	Pyruvic acid	LDHD	p
HMDB0000244	Riboflavin	ACP5	p
HMDB0000244	Riboflavin	BLVRB	p
HMDB0000244	Riboflavin	RFK	s
HMDB0000248	Thyroxine	TPO	p
HMDB0000248	Thyroxine	SULT6B1	s
HMDB0000252	Sphingosine	PPAP2C	p
HMDB0000252	Sphingosine	PPAP2A	p
HMDB0000252	Sphingosine	PPAP2B	p
HMDB0000252	Sphingosine	SPHK1	s
HMDB0000252	Sphingosine	SPHK2	s
HMDB0000252	Sphingosine	CERS5	s
HMDB0000254	Succinic acid	SDHC	s
HMDB0000254	Succinic acid	SDHA	s
HMDB0000254	Succinic acid	SDHD	s
HMDB0000254	Succinic acid	SDHB	s
HMDB0000254	Succinic acid	ALDH5A1	p
HMDB0000254	Succinic acid	PHYH	p
HMDB0000254	Succinic acid	BBOX1	p
HMDB0000254	Succinic acid	PLOD1	p
HMDB0000254	Succinic acid	PLOD2	p
HMDB0000254	Succinic acid	PLOD3	p
HMDB0000254	Succinic acid	SUCLG1	s
HMDB0000254	Succinic acid	SUCLG2	s
HMDB0000254	Succinic acid	SUCLA2	s
HMDB0000254	Succinic acid	ASPH	p
HMDB0000254	Succinic acid	HIF1AN	p
HMDB0000254	Succinic acid	TMLHE	p
HMDB0000254	Succinic acid	ALKBH2	p
HMDB0000254	Succinic acid	LEPRE1	p
HMDB0000254	Succinic acid	LEPREL1	p
HMDB0000254	Succinic acid	LEPREL2	p
HMDB0000254	Succinic acid	ALKBH1	p
HMDB0000254	Succinic acid	KDM8	p
HMDB0000254	Succinic acid	MINA	p
HMDB0000254	Succinic acid	NO66	p
HMDB0000254	Succinic acid	PHF8	p
HMDB0000254	Succinic acid	TET1	p
HMDB0000254	Succinic acid	TET2	p
HMDB0000254	Succinic acid	TET3	p
HMDB0000259	Serotonin	MAOB	s
HMDB0000259	Serotonin	MAOA	s
HMDB0000259	Serotonin	INMT	s
HMDB0000259	Serotonin	IDO1	s
HMDB0000259	Serotonin	IDO2	s
HMDB0000259	Serotonin	HEMK1	s
HMDB0000259	Serotonin	METTL2B	s
HMDB0000259	Serotonin	METTL6	s
HMDB0000259	Serotonin	WBSCR22	s
HMDB0000262	Thymine	DPYD	p
HMDB0000265	Liothyronine	TPO	p
HMDB0000269	Sphinganine	PPAP2C	p
HMDB0000269	Sphinganine	PPAP2A	p
HMDB0000269	Sphinganine	PPAP2B	p
HMDB0000269	Sphinganine	SPHK1	s
HMDB0000269	Sphinganine	SPHK2	s
HMDB0000269	Sphinganine	CERS5	s
HMDB0000272	Phosphoserine	PSPH	s
HMDB0000277	Sphingosine 1-phosphate	PPAP2C	s
HMDB0000277	Sphingosine 1-phosphate	PPAP2A	s
HMDB0000277	Sphingosine 1-phosphate	PPAP2B	s
HMDB0000277	Sphingosine 1-phosphate	SPHK1	p
HMDB0000277	Sphingosine 1-phosphate	SPHK2	p
HMDB0000285	Uridine triphosphate	ENTPD1	s
HMDB0000285	Uridine triphosphate	ENTPD3	s
HMDB0000285	Uridine triphosphate	UCK1	s
HMDB0000285	Uridine triphosphate	NME4	p
HMDB0000285	Uridine triphosphate	NME1	p
HMDB0000285	Uridine triphosphate	NME7	p
HMDB0000285	Uridine triphosphate	NME2	p
HMDB0000285	Uridine triphosphate	NME3	p
HMDB0000285	Uridine triphosphate	NME6	p
HMDB0000285	Uridine triphosphate	ITPA	s
HMDB0000285	Uridine triphosphate	NUDT2	p
HMDB0000285	Uridine triphosphate	CTPS1	s
HMDB0000285	Uridine triphosphate	PFKP	s
HMDB0000285	Uridine triphosphate	POLR2B	s
HMDB0000285	Uridine triphosphate	POLR2A	s
HMDB0000285	Uridine triphosphate	PFKL	s
HMDB0000285	Uridine triphosphate	POLR3K	s
HMDB0000285	Uridine triphosphate	PFKM	s
HMDB0000285	Uridine triphosphate	UCK2	s
HMDB0000285	Uridine triphosphate	ENTPD8	s
HMDB0000285	Uridine triphosphate	NME5	p
HMDB0000285	Uridine triphosphate	ZNRD1	s
HMDB0000285	Uridine triphosphate	TWISTNB	s
HMDB0000285	Uridine triphosphate	POLR2E	s
HMDB0000285	Uridine triphosphate	POLR2F	s
HMDB0000285	Uridine triphosphate	POLR2H	s
HMDB0000285	Uridine triphosphate	POLR2K	s
HMDB0000286	Uridine diphosphate glucose	ENPP1	s
HMDB0000286	Uridine diphosphate glucose	ENPP3	s
HMDB0000286	Uridine diphosphate glucose	PLOD3	s
HMDB0000286	Uridine diphosphate glucose	GALE	s
HMDB0000286	Uridine diphosphate glucose	UGDH	s
HMDB0000286	Uridine diphosphate glucose	GALT	s
HMDB0000286	Uridine diphosphate glucose	GYG1	s
HMDB0000286	Uridine diphosphate glucose	GYG2	s
HMDB0000292	Xanthine	HPRT1	p
HMDB0000292	Xanthine	GDA	p
HMDB0000294	Urea	ARG1	p
HMDB0000294	Urea	ARG2	p
HMDB0000294	Urea	AGMAT	p
HMDB0000295	Uridine 5'-diphosphate	CMPK1	p
HMDB0000295	Uridine 5'-diphosphate	CANT1	s
HMDB0000295	Uridine 5'-diphosphate	UCK1	p
HMDB0000295	Uridine 5'-diphosphate	NME4	s
HMDB0000295	Uridine 5'-diphosphate	NME1	s
HMDB0000295	Uridine 5'-diphosphate	NME7	s
HMDB0000295	Uridine 5'-diphosphate	NME2	s
HMDB0000295	Uridine 5'-diphosphate	NME3	s
HMDB0000295	Uridine 5'-diphosphate	NME6	s
HMDB0000295	Uridine 5'-diphosphate	B4GALT2	p
HMDB0000295	Uridine 5'-diphosphate	B4GALT1	p
HMDB0000295	Uridine 5'-diphosphate	PLOD3	p
HMDB0000295	Uridine 5'-diphosphate	PFKP	p
HMDB0000295	Uridine 5'-diphosphate	PFKL	p
HMDB0000295	Uridine 5'-diphosphate	PFKM	p
HMDB0000295	Uridine 5'-diphosphate	ENTPD4	s
HMDB0000295	Uridine 5'-diphosphate	ENTPD6	s
HMDB0000295	Uridine 5'-diphosphate	ENTPD5	s
HMDB0000295	Uridine 5'-diphosphate	B3GAT3	p
HMDB0000295	Uridine 5'-diphosphate	B3GAT2	p
HMDB0000296	Uridine	NT5E	p
HMDB0000296	Uridine	NT5C1B	p
HMDB0000296	Uridine	NT5C1A	p
HMDB0000296	Uridine	NT5C	p
HMDB0000296	Uridine	NT5M	p
HMDB0000296	Uridine	UCK1	s
HMDB0000296	Uridine	UCK2	s
HMDB0000296	Uridine	NT5C2	p
HMDB0000296	Uridine	CDA	p
HMDB0000296	Uridine	APOBEC3A	p
HMDB0000296	Uridine	APOBEC3B	p
HMDB0000296	Uridine	APOBEC3C	p
HMDB0000296	Uridine	APOBEC3D	p
HMDB0000296	Uridine	APOBEC3F	p
HMDB0000296	Uridine	AICDA	p
HMDB0000300	Uracil	DPYD	p
HMDB0000302	Uridine diphosphategalactose	B4GALT2	s
HMDB0000302	Uridine diphosphategalactose	B4GALT1	s
HMDB0000302	Uridine diphosphategalactose	PLOD3	s
HMDB0000302	Uridine diphosphategalactose	GALE	p
HMDB0000302	Uridine diphosphategalactose	B4GALT3	s
HMDB0000302	Uridine diphosphategalactose	B4GALT4	s
HMDB0000302	Uridine diphosphategalactose	GALT	p
HMDB0000302	Uridine diphosphategalactose	ABO	s
HMDB0000302	Uridine diphosphategalactose	B4GALT7	s
HMDB0000302	Uridine diphosphategalactose	B3GALT6	s
HMDB0000302	Uridine diphosphategalactose	C1GALT1	s
HMDB0000302	Uridine diphosphategalactose	B4GALT6	s
HMDB0000302	Uridine diphosphategalactose	GLT25D1	s
HMDB0000302	Uridine diphosphategalactose	GLT25D2	s
HMDB0000303	Tryptamine	MAOB	s
HMDB0000303	Tryptamine	MAOA	s
HMDB0000303	Tryptamine	ABP1	s
HMDB0000303	Tryptamine	INMT	s
HMDB0000305	Vitamin A	ADH4	s
HMDB0000305	Vitamin A	ADH5	s
HMDB0000305	Vitamin A	ADH1B	s
HMDB0000305	Vitamin A	ADH7	s
HMDB0000305	Vitamin A	ADH1A	s
HMDB0000305	Vitamin A	ADH6	s
HMDB0000305	Vitamin A	ADH1C	s
HMDB0000305	Vitamin A	HSD17B6	s
HMDB0000305	Vitamin A	RETSAT	p
HMDB0000305	Vitamin A	SDR16C5	s
HMDB0000306	Tyramine	TYR	s
HMDB0000306	Tyramine	MAOB	s
HMDB0000306	Tyramine	MAOA	s
HMDB0000306	Tyramine	AOC3	s
HMDB0000306	Tyramine	AOC2	s
HMDB0000338	2-Hydroxyestradiol	COMT	s
HMDB0000517	L-Arginine	ARG1	s
HMDB0000517	L-Arginine	NOS2	s
HMDB0000517	L-Arginine	NOS1	s
HMDB0000517	L-Arginine	NOS3	s
HMDB0000517	L-Arginine	ARG2	s
HMDB0000517	L-Arginine	CARNS1	s
HMDB0000538	Adenosine triphosphate	CMPK1	s
HMDB0000538	Adenosine triphosphate	ACACB	s
HMDB0000538	Adenosine triphosphate	PC	s
HMDB0000538	Adenosine triphosphate	ACACA	s
HMDB0000538	Adenosine triphosphate	ENTPD1	s
HMDB0000538	Adenosine triphosphate	ENTPD3	s
HMDB0000538	Adenosine triphosphate	UCK1	s
HMDB0000538	Adenosine triphosphate	NMNAT1	s
HMDB0000538	Adenosine triphosphate	NMNAT3	s
HMDB0000538	Adenosine triphosphate	NMNAT2	s
HMDB0000561	beta-Carotene	BCMO1	s
HMDB0000561	beta-Carotene	BCO2	s
HMDB0000574	L-Cysteine	ANPEP	p
HMDB0000574	L-Cysteine	CBS	p
HMDB0000574	L-Cysteine	LAP3	p
HMDB0000574	L-Cysteine	CDO1	s
HMDB0000574	L-Cysteine	NFS1	s
HMDB0000574	L-Cysteine	CARS2	s
HMDB0000574	L-Cysteine	PCYOX1	p
HMDB0000641	L-Glutamine	PPAT	p
HMDB0000641	L-Glutamine	GMPS	s
HMDB0000641	L-Glutamine	CTPS1	s
HMDB0000641	L-Glutamine	NADSYN1	s
HMDB0000641	L-Glutamine	CAD	s
HMDB0000641	L-Glutamine	GATC	s
HMDB0000660	D-Fructose	SORD	p
HMDB0000660	D-Fructose	HKDC1	s
HMDB0000660	D-Fructose	MTMR1	p
HMDB0000660	D-Fructose	MTMR2	p
HMDB0000660	D-Fructose	MTMR6	p
HMDB0000660	D-Fructose	MTMR7	p
HMDB0000673	Linoleic acid	PLA2G5	p
HMDB0000673	Linoleic acid	PLA2G2F	p
HMDB0000673	Linoleic acid	PLA2G4A	p
HMDB0000673	Linoleic acid	PLA2G1B	p
HMDB0000673	Linoleic acid	PLA2G12B	p
HMDB0000673	Linoleic acid	PLA2G10	p
HMDB0000673	Linoleic acid	PLA2G2E	p
HMDB0000673	Linoleic acid	PLA2G12A	p
HMDB0000673	Linoleic acid	PLA2G6	p
HMDB0000673	Linoleic acid	PLA2G2A	p
HMDB0000673	Linoleic acid	PLA2G2D	p
HMDB0000673	Linoleic acid	PLA2G4C	p
HMDB0000673	Linoleic acid	PLA2G3	p
HMDB0000673	Linoleic acid	ALOX15	s
HMDB0000673	Linoleic acid	PLB1	p
HMDB0000673	Linoleic acid	PLA2G4D	p
HMDB0000673	Linoleic acid	PLA2G4E	p
HMDB0000673	Linoleic acid	PLA2G4F	p
HMDB0000673	Linoleic acid	PLA2G4B	p
