HMDB_ID	NAME	GENE_NAME	enzyme_p_s
HMDB0000208	Oxoglutaric acid	P4HA1	s
HMDB0000208	Oxoglutaric acid	AADAT	s
HMDB0000208	Oxoglutaric acid	AGXT2	s
HMDB0000208	Oxoglutaric acid	OAT	s
HMDB0000208	Oxoglutaric acid	OGDH	s
HMDB0000208	Oxoglutaric acid	CCBL1	s
HMDB0000208	Oxoglutaric acid	BCAT2	s
HMDB0000208	Oxoglutaric acid	GPT	s
HMDB0000208	Oxoglutaric acid	PSAT1	s
HMDB0000208	Oxoglutaric acid	GPT2	s
HMDB0000208	Oxoglutaric acid	GOT1L1	s
HMDB0000208	Oxoglutaric acid	CCBL2	s
HMDB0000214	Ornithine	OAT	s
HMDB0000214	Ornithine	GATM	p
HMDB0000214	Ornithine	OTC	s
HMDB0000214	Ornithine	ODC1	s
HMDB0000220	Palmitic acid	LYPLA1	p
HMDB0000220	Palmitic acid	LYPLA2	p
HMDB0000220	Palmitic acid	BAAT	p
HMDB0000220	Palmitic acid	ACOT7	p
HMDB0000220	Palmitic acid	ACOT2	p
HMDB0000220	Palmitic acid	ACOT4	p
HMDB0000220	Palmitic acid	PPT1	p
HMDB0000220	Palmitic acid	PPT2	p
HMDB0000234	Testosterone	UGT2B28	s
HMDB0000234	Testosterone	UGT2B4	s
HMDB0000234	Testosterone	UGT1A4	s
HMDB0000234	Testosterone	UGT2B10	s
HMDB0000234	Testosterone	UGT2B7	s
HMDB0000234	Testosterone	UGT2B15	s
HMDB0000234	Testosterone	UGT2A1	s
HMDB0000234	Testosterone	UGT1A1	s
HMDB0000234	Testosterone	UGT1A9	s
HMDB0000234	Testosterone	UGT1A8	s
HMDB0000234	Testosterone	UGT1A3	s
HMDB0000234	Testosterone	UGT1A10	s
HMDB0000234	Testosterone	UGT2B17	s
HMDB0000234	Testosterone	UGT1A6	s
HMDB0000234	Testosterone	UGT1A5	s
HMDB0000234	Testosterone	UGT2B11	s
HMDB0000234	Testosterone	UGT1A7	s
HMDB0000234	Testosterone	AKR1D1	p
HMDB0000234	Testosterone	SRD5A2	p
HMDB0000234	Testosterone	SRD5A1	p
HMDB0000234	Testosterone	HSD17B3	s
HMDB0000235	Thiamine	TPK1	s
HMDB0000237	Propionic acid	ACSS2	s
HMDB0000237	Propionic acid	ACSS1	s
HMDB0000243	Pyruvic acid	GPT	p
HMDB0000243	Pyruvic acid	GPT2	p
HMDB0000243	Pyruvic acid	SCLY	p
HMDB0000244	Riboflavin	ACP2	p
HMDB0000244	Riboflavin	ACP1	p
HMDB0000244	Riboflavin	ACPP	p
HMDB0000244	Riboflavin	ACP6	p
HMDB0000244	Riboflavin	ACPT	p
HMDB0000248	Thyroxine	DIO1	p
HMDB0000248	Thyroxine	DIO2	p
HMDB0000248	Thyroxine	DIO3	p
HMDB0000251	Taurine	BAAT	s
HMDB0000251	Taurine	GAD2	p
HMDB0000251	Taurine	GAD1	p
HMDB0000251	Taurine	GGT1	s
HMDB0000251	Taurine	GGT7	s
HMDB0000251	Taurine	CSAD	p
HMDB0000251	Taurine	GGT6	s
HMDB0000251	Taurine	GGT5	s
HMDB0000252	Sphingosine	ASAH1	p
HMDB0000252	Sphingosine	CERS1	s
HMDB0000252	Sphingosine	ASAH2C	p
HMDB0000252	Sphingosine	ACER2	p
HMDB0000252	Sphingosine	ASAH2	p
HMDB0000252	Sphingosine	ACER1	p
HMDB0000254	Succinic acid	P4HA2	p
HMDB0000254	Succinic acid	P4HA1	p
HMDB0000254	Succinic acid	OXCT1	p
HMDB0000254	Succinic acid	OXCT2	p
HMDB0000254	Succinic acid	P4HA3	p
HMDB0000254	Succinic acid	KDM2A	p
HMDB0000254	Succinic acid	KDM2B	p
HMDB0000254	Succinic acid	EGLN1	p
HMDB0000254	Succinic acid	EGLN2	p
HMDB0000254	Succinic acid	EGLN3	p
HMDB0000254	Succinic acid	P4HTM	p
HMDB0000259	Serotonin	AANAT	s
HMDB0000259	Serotonin	DDC	p
HMDB0000262	Thymine	TYMP	p
HMDB0000265	Liothyronine	DIO1	s
HMDB0000265	Liothyronine	DIO2	s
HMDB0000265	Liothyronine	DIO3	s
HMDB0000269	Sphinganine	CERS1	s
HMDB0000269	Sphinganine	KDSR	s
HMDB0000269	Sphinganine	ACER3	p
HMDB0000269	Sphinganine	ACER2	p
HMDB0000269	Sphinganine	ACER1	p
HMDB0000272	Phosphoserine	PSAT1	s
HMDB0000277	Sphingosine 1-phosphate	SGPL1	s
HMDB0000285	Uridine triphosphate	AK3	s
HMDB0000285	Uridine triphosphate	POLR3D	s
HMDB0000285	Uridine triphosphate	POLR1B	s
HMDB0000285	Uridine triphosphate	POLR3G	s
HMDB0000285	Uridine triphosphate	POLR3B	s
HMDB0000285	Uridine triphosphate	POLR1E	s
HMDB0000285	Uridine triphosphate	POLR3H	s
HMDB0000285	Uridine triphosphate	UGP2	s
HMDB0000285	Uridine triphosphate	UAP1	s
HMDB0000285	Uridine triphosphate	CTPS2	s
HMDB0000285	Uridine triphosphate	UCKL1	s
HMDB0000285	Uridine triphosphate	POLR3A	s
HMDB0000285	Uridine triphosphate	POLR1A	s
HMDB0000285	Uridine triphosphate	POLR1D	s
HMDB0000285	Uridine triphosphate	POLR3GL	s
HMDB0000286	Uridine diphosphate glucose	UGCG	s
HMDB0000286	Uridine diphosphate glucose	ALG5	s
HMDB0000286	Uridine diphosphate glucose	UGP2	p
HMDB0000286	Uridine diphosphate glucose	GYS2	s
HMDB0000286	Uridine diphosphate glucose	GYS1	s
HMDB0000292	Xanthine	PNP	p
HMDB0000294	Urea	ALLC	p
HMDB0000295	Uridine 5'-diphosphate	GNE	p
HMDB0000295	Uridine 5'-diphosphate	LALBA	p
HMDB0000295	Uridine 5'-diphosphate	UGT2B28	p
HMDB0000295	Uridine 5'-diphosphate	UGT2B4	p
HMDB0000295	Uridine 5'-diphosphate	CSGALNACT1	p
HMDB0000295	Uridine 5'-diphosphate	UGT1A4	p
HMDB0000295	Uridine 5'-diphosphate	UGT2B10	p
HMDB0000295	Uridine 5'-diphosphate	UGT2B7	p
HMDB0000295	Uridine 5'-diphosphate	UGT2B15	p
HMDB0000295	Uridine 5'-diphosphate	UGT2A1	p
HMDB0000295	Uridine 5'-diphosphate	UGT1A1	p
HMDB0000295	Uridine 5'-diphosphate	UGT1A9	p
HMDB0000295	Uridine 5'-diphosphate	UGT1A8	p
HMDB0000295	Uridine 5'-diphosphate	UGT1A3	p
HMDB0000295	Uridine 5'-diphosphate	UGT1A10	p
HMDB0000295	Uridine 5'-diphosphate	UGT2B17	p
HMDB0000295	Uridine 5'-diphosphate	UGT1A6	p
HMDB0000295	Uridine 5'-diphosphate	UGT1A5	p
HMDB0000295	Uridine 5'-diphosphate	UGT2B11	p
HMDB0000295	Uridine 5'-diphosphate	UGT1A7	p
HMDB0000295	Uridine 5'-diphosphate	AK3	p
HMDB0000295	Uridine 5'-diphosphate	UGCG	p
HMDB0000295	Uridine 5'-diphosphate	B4GALNT1	p
HMDB0000295	Uridine 5'-diphosphate	A4GALT	p
HMDB0000296	Uridine	NT5C3	p
HMDB0000296	Uridine	UPP1	s
HMDB0000296	Uridine	UPP2	s
HMDB0000296	Uridine	UCKL1	s
HMDB0000296	Uridine	APOBEC3H	p
HMDB0000300	Uracil	PNP	p
HMDB0000300	Uracil	TYMP	p
HMDB0000300	Uracil	UPP1	p
HMDB0000300	Uracil	UPP2	p
HMDB0000300	Uracil	UPRT	p
HMDB0000302	Uridine diphosphategalactose	LALBA	s
HMDB0000302	Uridine diphosphategalactose	A4GALT	s
HMDB0000302	Uridine diphosphategalactose	UGT8	s
HMDB0000302	Uridine diphosphategalactose	B3GALT4	s
HMDB0000303	Tryptamine	DDC	p
HMDB0000305	Vitamin A	DGAT1	s
HMDB0000305	Vitamin A	LRAT	s
HMDB0000305	Vitamin A	DGAT2	s
HMDB0000305	Vitamin A	RDH8	s
HMDB0000305	Vitamin A	RDH11	s
HMDB0000305	Vitamin A	RDH10	s
HMDB0000305	Vitamin A	AWAT2	s
HMDB0000305	Vitamin A	DHRS3	s
HMDB0000306	Tyramine	DDC	p
HMDB0000517	L-Arginine	GATM	s
HMDB0000517	L-Arginine	RARS	s
HMDB0000517	L-Arginine	ASL	p
HMDB0000517	L-Arginine	ADC	s
HMDB0000517	L-Arginine	RARS2	s
HMDB0000517	L-Arginine	ADPRH	p
HMDB0000518	Chenodeoxycholic acid	ACOT8	s
HMDB0000518	Chenodeoxycholic acid	SLC27A5	p
HMDB0000538	Adenosine triphosphate	DCK	s
HMDB0000538	Adenosine triphosphate	ACSS2	s
HMDB0000538	Adenosine triphosphate	ACSS1	s
HMDB0000538	Adenosine triphosphate	DTYMK	s
HMDB0000538	Adenosine triphosphate	GCK	s
HMDB0000538	Adenosine triphosphate	HK3	s
HMDB0000538	Adenosine triphosphate	HK2	s
HMDB0000538	Adenosine triphosphate	HK1	s
HMDB0000538	Adenosine triphosphate	FUK	s
HMDB0000538	Adenosine triphosphate	PCCB	s
HMDB0000538	Adenosine triphosphate	PCCA	s
HMDB0000538	Adenosine triphosphate	FARSA	s
HMDB0000538	Adenosine triphosphate	FARS2	s
HMDB0000538	Adenosine triphosphate	GART	s
HMDB0000538	Adenosine triphosphate	GNE	s
HMDB0000538	Adenosine triphosphate	PAPSS1	s
HMDB0000538	Adenosine triphosphate	PAPSS2	s
HMDB0000538	Adenosine triphosphate	CPS1	s
HMDB0000574	L-Cysteine	GOT1	s
HMDB0000574	L-Cysteine	GOT2	s
HMDB0000574	L-Cysteine	GCLC	s
HMDB0000574	L-Cysteine	PPCS	s
HMDB0000574	L-Cysteine	MOCOS	s
HMDB0000574	L-Cysteine	CARS	s
HMDB0000574	L-Cysteine	GGCT	p
HMDB0000641	L-Glutamine	GFPT2	s
HMDB0000641	L-Glutamine	GFPT1	s
HMDB0000641	L-Glutamine	CCBL1	s
HMDB0000641	L-Glutamine	QARS	s
HMDB0000641	L-Glutamine	ASNS	s
HMDB0000641	L-Glutamine	GLUL	p
HMDB0000641	L-Glutamine	GLS2	s
HMDB0000641	L-Glutamine	GLS	s
HMDB0000641	L-Glutamine	PFAS	s
HMDB0000641	L-Glutamine	PET112	s
HMDB0000641	L-Glutamine	CTPS2	s
HMDB0000641	L-Glutamine	GLYATL1	s
HMDB0000641	L-Glutamine	QRSL1	s
HMDB0000660	D-Fructose	HK3	s
HMDB0000660	D-Fructose	HK2	s
HMDB0000660	D-Fructose	HK1	s
HMDB0000660	D-Fructose	SI	p
HMDB0000660	D-Fructose	KHK	s
HMDB0000660	D-Fructose	GAA	p
HMDB0000660	D-Fructose	MGAM	p
HMDB0000660	D-Fructose	GANC	p
HMDB0000660	D-Fructose	PHPT1	p
HMDB0000673	Linoleic acid	ACOT7	p
HMDB0000673	Linoleic acid	ACOT2	p
HMDB0000673	Linoleic acid	ACOT4	p
HMDB0000687	L-Leucine	BCAT1	s
HMDB0000687	L-Leucine	BCAT2	s
HMDB0000687	L-Leucine	LARS2	s
HMDB0000687	L-Leucine	LARS	s
HMDB0000696	L-Methionine	TAT	p
HMDB0000696	L-Methionine	CCBL1	p
HMDB0000696	L-Methionine	MSRA	s
HMDB0000696	L-Methionine	MARS	s
HMDB0000696	L-Methionine	CCBL2	p
HMDB0000696	L-Methionine	MSRB2	s
HMDB0000696	L-Methionine	MSRB3	s
HMDB0000696	L-Methionine	MARS2	s
HMDB0000696	L-Methionine	MSRB1	s
HMDB0000827	Stearic acid	ACOT7	p
HMDB0000827	Stearic acid	ACOT2	p
HMDB0000827	Stearic acid	ACOT4	p
HMDB0000870	Histamine	DDC	p
HMDB0000870	Histamine	HDC	p
HMDB0000883	L-Valine	BCAT1	s
HMDB0000883	L-Valine	BCAT2	s
HMDB0000883	L-Valine	VARS	s
HMDB0000883	L-Valine	VARS2	s
HMDB0000895	Acetylcholine	CHAT	p
HMDB0000895	Acetylcholine	ACHE	s
HMDB0000902	NAD	PDHA1	s
HMDB0000902	NAD	DLAT	s
HMDB0000929	L-Tryptophan	DDC	s
HMDB0000929	L-Tryptophan	TPH1	s
HMDB0000929	L-Tryptophan	TPH2	s
HMDB0000929	L-Tryptophan	WARS	s
HMDB0000929	L-Tryptophan	WARS2	s
HMDB0000961	Farnesyl pyrophosphate	FDPS	p
HMDB0000961	Farnesyl pyrophosphate	FNTA	s
HMDB0000961	Farnesyl pyrophosphate	FNTB	s
HMDB0001090	(R)-5-Diphosphomevalonic acid	MVD	s
HMDB0001090	(R)-5-Diphosphomevalonic acid	PMVK	p
HMDB0001120	Dimethylallylpyrophosphate	GGPS1	s
HMDB0001120	Dimethylallylpyrophosphate	FDPS	s
HMDB0001178	Adenosine diphosphate ribose	ADPRH	p
HMDB0001193	5(S)-Hydroperoxyeicosatetraenoic acid	GPX7	s
HMDB0001193	5(S)-Hydroperoxyeicosatetraenoic acid	GPX5	s
HMDB0001193	5(S)-Hydroperoxyeicosatetraenoic acid	GPX6	s
HMDB0001193	5(S)-Hydroperoxyeicosatetraenoic acid	GPX1	s
HMDB0001193	5(S)-Hydroperoxyeicosatetraenoic acid	GPX3	s
HMDB0001193	5(S)-Hydroperoxyeicosatetraenoic acid	GPX2	s
HMDB0001198	Leukotriene C4	GGT1	s
HMDB0001198	Leukotriene C4	GGT7	s
HMDB0001198	Leukotriene C4	LTC4S	p
HMDB0001198	Leukotriene C4	GGT6	s
HMDB0001198	Leukotriene C4	GGT5	s
HMDB0001220	Prostaglandin E2	CBR1	p
HMDB0001220	Prostaglandin E2	CBR3	p
HMDB0001220	Prostaglandin E2	PTGES	p
HMDB0001220	Prostaglandin E2	PTGES2	p
HMDB0001220	Prostaglandin E2	PTGES3	p
HMDB0001251	Lanosterol	LSS	p
HMDB0001256	Spermine	SMS	p
HMDB0001256	Spermine	SRM	p
HMDB0001257	Spermidine	SMS	s
HMDB0001264	Dehydroascorbic acid	GSTO1	s
HMDB0001264	Dehydroascorbic acid	GSTO2	s
HMDB0001285	Geranyl-PP	COQ2	s
HMDB0001314	Cyclic GMP	PDE1B	s
HMDB0001314	Cyclic GMP	PDE3B	s
HMDB0001314	Cyclic GMP	PDE6C	s
HMDB0001314	Cyclic GMP	PDE6A	s
HMDB0001314	Cyclic GMP	PDE6B	s
HMDB0001341	ADP	DCK	p
HMDB0001341	ADP	DTYMK	p
HMDB0001341	ADP	RRM1	p
HMDB0001341	ADP	GCK	p
HMDB0001341	ADP	HK3	p
HMDB0001341	ADP	HK2	p
HMDB0001341	ADP	HK1	p
HMDB0001341	ADP	FUK	p
HMDB0001341	ADP	PCCB	p
HMDB0001341	ADP	PCCA	p
HMDB0001341	ADP	GART	p
HMDB0001341	ADP	GNE	p
HMDB0001341	ADP	PAPSS1	p
HMDB0001341	ADP	PAPSS2	p
HMDB0001341	ADP	CPS1	p
HMDB0001341	ADP	MCCC2	p
HMDB0001341	ADP	MCCC1	p
HMDB0001341	ADP	GCLC	p
HMDB0001341	ADP	AK1	p
HMDB0001341	ADP	AK3	p
HMDB0001341	ADP	AK4	p
HMDB0001341	ADP	AK7	p
HMDB0001341	ADP	TPK1	p
HMDB0001347	Isopentenyl pyrophosphate	GGPS1	s
HMDB0001347	Isopentenyl pyrophosphate	FDPS	s
HMDB0001347	Isopentenyl pyrophosphate	MVD	p
HMDB0001358	Retinal	RDH8	p
HMDB0001358	Retinal	RDH11	p
HMDB0001358	Retinal	RDH10	p
HMDB0001358	Retinal	DHRS3	p
HMDB0001361	Carbon monoxide	ADI1	p
HMDB0001388	alpha-Linolenic acid	ACOT7	p
HMDB0001388	alpha-Linolenic acid	ACOT2	p
HMDB0001388	alpha-Linolenic acid	ACOT4	p
HMDB0001388	alpha-Linolenic acid	ACOT1	p
HMDB0001403	Prostaglandin D2	HPGDS	p
HMDB0001403	Prostaglandin D2	PTGDS	p
HMDB0001414	Putrescine	SAT2	s
HMDB0001414	Putrescine	SAT1	s
HMDB0001414	Putrescine	SRM	s
HMDB0001414	Putrescine	ODC1	p
HMDB0001429	Phosphate	ACP2	p
HMDB0001429	Phosphate	ACP1	p
HMDB0001429	Phosphate	ACPP	p
HMDB0001429	Phosphate	PCCB	p
HMDB0001429	Phosphate	PCCA	p
HMDB0001429	Phosphate	BPGM	p
HMDB0001429	Phosphate	PGAM2	p
HMDB0001429	Phosphate	PGAM4	p
HMDB0001429	Phosphate	PGAM1	p
HMDB0001429	Phosphate	GART	p
HMDB0001429	Phosphate	CPS1	p
HMDB0001429	Phosphate	INPP5J	p
HMDB0001429	Phosphate	INPP5K	p
HMDB0001429	Phosphate	PYGL	s
HMDB0001498	myo-Inositol 1,4,5-trisphosphate	INPP5J	s
HMDB0001498	myo-Inositol 1,4,5-trisphosphate	INPP5K	s
HMDB0001498	myo-Inositol 1,4,5-trisphosphate	ITPKA	s
HMDB0001498	myo-Inositol 1,4,5-trisphosphate	IPMK	s
HMDB0001498	myo-Inositol 1,4,5-trisphosphate	MINPP1	p
HMDB0001514	Glucosamine	HK3	s
HMDB0001514	Glucosamine	HK2	s
HMDB0001514	Glucosamine	HK1	s
HMDB0001547	Corticosterone	HSD11B1	s
HMDB0001852	all-trans-Retinoic acid	UGT2B28	s
HMDB0001852	all-trans-Retinoic acid	UGT2B4	s
HMDB0001852	all-trans-Retinoic acid	UGT1A4	s
HMDB0001852	all-trans-Retinoic acid	UGT2B10	s
HMDB0001852	all-trans-Retinoic acid	UGT2B7	s
HMDB0001852	all-trans-Retinoic acid	UGT2B15	s
HMDB0001852	all-trans-Retinoic acid	UGT2A1	s
HMDB0001852	all-trans-Retinoic acid	UGT1A1	s
HMDB0001852	all-trans-Retinoic acid	UGT1A9	s
HMDB0001852	all-trans-Retinoic acid	UGT1A8	s
HMDB0001852	all-trans-Retinoic acid	UGT1A3	s
HMDB0001852	all-trans-Retinoic acid	UGT1A10	s
HMDB0001852	all-trans-Retinoic acid	UGT2B17	s
HMDB0001852	all-trans-Retinoic acid	UGT1A6	s
HMDB0001852	all-trans-Retinoic acid	UGT1A5	s
HMDB0001852	all-trans-Retinoic acid	UGT2B11	s
HMDB0001852	all-trans-Retinoic acid	UGT1A7	s
HMDB0001999	Eicosapentaenoic acid	ACOT7	p
HMDB0001999	Eicosapentaenoic acid	ACOT2	p
HMDB0001999	Eicosapentaenoic acid	ACOT4	p
HMDB0001999	Eicosapentaenoic acid	ACOT1	p
HMDB0002183	Docosahexaenoic acid	ACOT7	p
HMDB0002183	Docosahexaenoic acid	ACOT2	p
HMDB0002183	Docosahexaenoic acid	ACOT4	p
HMDB0002183	Docosahexaenoic acid	ACOT1	p
HMDB0002925	Dihomo-gamma-linolenic acid	ACOT7	p
HMDB0002925	Dihomo-gamma-linolenic acid	ACOT2	p
HMDB0002925	Dihomo-gamma-linolenic acid	ACOT4	p
HMDB0002925	Dihomo-gamma-linolenic acid	ACOT1	p
HMDB0002961	Dihydrotestosterone	SRD5A2	s
HMDB0002961	Dihydrotestosterone	SRD5A1	s
HMDB0002961	Dihydrotestosterone	SRD5A3	s
HMDB0003073	gamma-Linolenic acid	ACOT7	p
HMDB0003073	gamma-Linolenic acid	ACOT2	p
HMDB0003073	gamma-Linolenic acid	ACOT4	p
HMDB0003073	gamma-Linolenic acid	ACOT1	p
HMDB0003080	Leukotriene D4	GGT1	p
HMDB0003080	Leukotriene D4	GGT7	p
HMDB0003080	Leukotriene D4	GGT6	p
HMDB0003080	Leukotriene D4	GGT5	p
HMDB0003125	Hydrogen peroxide	PRDX6	s
HMDB0003125	Hydrogen peroxide	GPX7	s
HMDB0003125	Hydrogen peroxide	GPX5	s
HMDB0003125	Hydrogen peroxide	GPX6	s
HMDB0003125	Hydrogen peroxide	GPX1	s
HMDB0003125	Hydrogen peroxide	GPX3	s
HMDB0003125	Hydrogen peroxide	GPX2	s
HMDB0003276	Hydrogen sulfide	CTH	p
HMDB0003876	15-HETE	GPX7	p
HMDB0003876	15-HETE	GPX5	p
HMDB0003876	15-HETE	GPX6	p
HMDB0003876	15-HETE	GPX1	p
HMDB0003876	15-HETE	GPX3	p
HMDB0003876	15-HETE	GPX2	p
HMDB0004080	Anandamide	FAAH	s
HMDB0004080	Anandamide	FAAH2	s
HMDB0004486	Geranylgeranyl-PP	GGPS1	p
HMDB0004486	Geranylgeranyl-PP	FNTA	s
HMDB0006216	11-cis-Retinol	DGAT1	s
HMDB0006216	11-cis-Retinol	RPE65	p
HMDB0006216	11-cis-Retinol	LRAT	s
HMDB0011134	5-HETE	GPX7	p
HMDB0011134	5-HETE	GPX5	p
HMDB0011134	5-HETE	GPX6	p
HMDB0011134	5-HETE	GPX1	p
HMDB0011134	5-HETE	GPX3	p
HMDB0011134	5-HETE	GPX2	p
HMDB0012275	Phenylethylamine	DDC	p
HMDB0014291	Phosphatidylserine	PISD	s
HMDB0059597	Hydrogen Ion	DCXR	p
HMDB0059597	Hydrogen Ion	G6PD	p
HMDB0060382	3beta-Hydroxypregn-5-en-20-one sulfate	SULT2B1	p
