HMDB.ID	Metabolite.name	Receptor_gene.ID	Receptor_symbol
HMDB0001449	Allopregnanolone	2555	GABRA2
HMDB0001449	Allopregnanolone	2556	GABRA3
HMDB0001449	Allopregnanolone	2557	GABRA4
HMDB0001449	Allopregnanolone	2558	GABRA5
HMDB0001449	Allopregnanolone	2559	GABRA6
HMDB0001452	Thromboxane A2	6915	TBXA2R
HMDB0001496	7alpha-Hydroxycholesterol	1880	GPR183
HMDB0001498	myo-Inositol 1,4,5-trisphosphate	3708	ITPR1
HMDB0001498	myo-Inositol 1,4,5-trisphosphate	3709	ITPR2
HMDB0001498	myo-Inositol 1,4,5-trisphosphate	3710	ITPR3
HMDB0001509	20-Hydroxy-leukotriene B4	1241	LTB4R
HMDB0001514	Glucosamine	6514	SLC2A2
HMDB0001514	Glucosamine	6517	SLC2A4
HMDB0001514	Glucosamine	6513	SLC2A1
HMDB0001547	Corticosterone	2908	NR3C1
HMDB0001547	Corticosterone	4306	NR3C2
HMDB0001830	Progesterone	5241	PGR
HMDB0001852	all-trans-Retinoic acid	6256	RXRA
HMDB0001852	all-trans-Retinoic acid	6257	RXRB
HMDB0001852	all-trans-Retinoic acid	6258	RXRG
HMDB0001852	all-trans-Retinoic acid	5914	RARA
HMDB0001903	Calcitriol	7421	VDR
HMDB0001999	Eicosapentaenoic acid	338557	FFAR4
HMDB0002103	27-Hydroxycholesterol	2099	ESR1
HMDB0002103	27-Hydroxycholesterol	1880	GPR183
HMDB0002103	27-Hydroxycholesterol	10062	NR1H3
HMDB0002103	27-Hydroxycholesterol	7376	NR1H2
HMDB0002183	Docosahexaenoic acid	338557	FFAR4
HMDB0002183	Docosahexaenoic acid	2864	FFAR1
HMDB0002369	9-cis-Retinoic acid	6256	RXRA
HMDB0002369	9-cis-Retinoic acid	6257	RXRB
HMDB0002369	9-cis-Retinoic acid	6258	RXRG
HMDB0002369	9-cis-Retinoic acid	7421	VDR
HMDB0002925	Dihomo-gamma-linolenic acid	10998	SLC27A5
HMDB0002961	Dihydrotestosterone	2740	GLP1R
HMDB0002961	Dihydrotestosterone	367	AR
HMDB0003073	gamma-Linolenic acid	10998	SLC27A5
HMDB0003080	Leukotriene D4	3762	KCNJ5
HMDB0003080	Leukotriene D4	3785	KCNQ2
HMDB0003080	Leukotriene D4	9132	KCNQ4
HMDB0003125	Hydrogen peroxide	7226	TRPM2
HMDB0003178	Heme	7099	TLR4
HMDB0003178	Heme	55503	TRPV6
HMDB0003178	Heme	113235	SLC46A1
HMDB0003178	Heme	4035	LRP1
HMDB0003178	heme	9572	NR1D1
HMDB0003178	heme	9975	NR1D2
HMDB0003276	Hydrogen sulfide	948	CD36
HMDB0003378	Nitric oxide	2983	GUCY1B1
HMDB0003378	Nitric oxide	2974	GUCY1B2
HMDB0003378	Nitric oxide	2982	GUCY1A1
HMDB0003378	Nitric oxide	2977	GUCY1A2
HMDB0003550	Calcidiol	8029	CUBN
HMDB0003550	Calcidiol	4036	LRP2
HMDB0003550	Calcidiol	2638	GC
HMDB0003550	Calcidiol	7421	VDR
HMDB0003848	D-myo-Inositol 3,4,5,6-tetrakisphosphate	55107	ANO1
HMDB0003876	15-HETE	56413	LTB4R2
HMDB0004080	Anandamide	8913	CACNA1G
HMDB0004080	Anandamide	8912	CACNA1H
HMDB0004080	Anandamide	9290	GPR55
HMDB0004080	Anandamide	1268	CNR1
HMDB0004080	Anandamide	1269	CNR2
HMDB0004080	Anandamide	7442	TRPV1
HMDB0004486	Geranylgeranyl-PP	9453	GGPS1
HMDB0004486	Geranylgeranyl-PP	4598	MVK
HMDB0005998	20-Hydroxyeicosatetraenoic acid	7225	TRPC6
HMDB0006216	11-cis-Retinol	7026	NR2F2
HMDB0006219	13-cis-Retinoic acid	6256	RXRA
HMDB0006219	13-cis-Retinoic acid	6257	RXRB
HMDB0006219	13-cis-Retinoic acid	6258	RXRG
HMDB0006247	25-Hydroxycholesterol	19	ABCA1
HMDB0006247	25-Hydroxycholesterol	2099	ESR1
HMDB0006247	25-Hydroxycholesterol	10062	NR1H3
HMDB0006247	25-Hydroxycholesterol	23566	LPAR3
HMDB0006247	25-Hydroxycholesterol	2846	LPAR4
HMDB0006280	7-a,25-Dihydroxycholesterol	7226	TRPM2
HMDB0006281	7-a,27-Dihydroxycholesterol	5465	PPARA
HMDB0011134	5-HETE	165140	OXER1
HMDB0011134	5-HETE	7442	TRPV1
HMDB0012275	Phenylethylamine	134864	TAAR1
HMDB0014291	Phosphatidylserine	575	ADGRB1
HMDB0015531	Iron	4891	SLC11A2
HMDB0015531	Iron	30061	SLC40A1
HMDB0015531	Iron	7036	TFR2
HMDB0015531	Iron	7037	TFRC
HMDB0059597	Hydrogen Ion	41	ASIC1
HMDB0059597	Hydrogen Ion	40	ASIC2
HMDB0059597	Hydrogen Ion	9311	ASIC3
HMDB0059597	Hydrogen Ion	2741	GLRA1
HMDB0059597	Hydrogen Ion	3761	KCNJ4
HMDB0059597	Hydrogen Ion	3770	KCNJ14
HMDB0059597	Hydrogen Ion	7226	TRPM2
HMDB0059597	Hydrogen Ion	140803	TRPM6
HMDB0059597	Hydrogen Ion	54822	TRPM7
HMDB0059597	Hydrogen Ion	7442	TRPV1
HMDB0059597	Hydrogen Ion	353174	ZACN
HMDB0060382	3beta-Hydroxypregn-5-en-20-one sulfate	4308	TRPM1
HMDB0060382	3beta-Hydroxypregn-5-en-20-one sulfate	80036	TRPM3
